Gris ID;Sår ID;Dag;Niveau sårvæv;Sårskorpe;Granulationsvæv;Epithelialisering;Kontraktion;Hyperæmi;Ødem;Eksudat;Eksudattype;Infektionsniveau;
1;A;1;1;0;0;0;0;2;0;1;6;2;
1;B;1;1;0;0;0;0;0;0;1;6;2;
1;C;1;1;0;0;0;0;0;0;1;6;2;
1;D;1;1;0;0;0;0;0;0;1;6;2;
1;A;2;2;1;0;0;0;1;0;1;6;2;
1;B;2;1;0;0;0;0;0;0;1;6;2;
1;C;2;1;0;0;0;0;1;0;1;6;2;
1;D;2;1;0;0;0;0;1;0;1;6;2;
1;A;3;2;1;2;0;0;1;1;1;2;2;
1;B;3;1;1;2;0;0;1;0;1;2;2;
1;C;3;1;1;2;0;0;1;1;1;2;2;
1;D;3;1;1;0;0;0;1;1;1;2;2;
1;A;4;2;1;0;0;0;1;1;1;2;2;
1;B;4;1;2;2;0;0;1;0;0;0;2;
1;C;4;1;1;0;0;0;1;1;1;1;2;
1;D;4;1;1;2;0;0;1;1;1;1;2;
1;A;5;2;1;1;2;0;0;1;1;1;2;
1;B;5;2;2;2;2;0;0;0;0;0;2;
1;C;5;1;1;2;2;0;0;1;1;1;2;
1;D;5;1;2;1;2;0;0;1;1;1;2;
2;A;1;2;0;0;0;0;0;1;1;6;2;
2;B;1;2;0;0;0;0;0;0;1;2;2;
2;C;1;1;0;0;0;0;0;1;1;6;2;
2;D;1;1;0;0;0;0;0;1;1;6;2;
2;A;2;1;1;0;0;0;1;0;1;6;2;
2;B;2;1;0;0;0;0;1;0;1;6;2;
2;C;2;1;0;0;0;0;1;0;1;6;2;
2;D;2;1;0;0;0;0;1;0;1;1;2;
2;A;3;1;2;2;0;0;1;1;0;0;2;
2;B;3;1;2;2;0;0;1;0;1;2;2;
2;C;3;1;2;2;0;0;1;1;1;2;2;
2;D;3;1;1;2;2;0;1;1;1;2;2;
2;A;4;1;2;2;0;0;1;1;0;0;2;
2;B;4;1;2;2;0;0;0;0;0;0;2;
2;C;4;1;2;2;0;0;1;1;0;0;2;
2;D;4;1;2;2;2;0;1;1;0;0;2;
2;A;5;1;2;1;2;0;0;1;1;3;2;
2;B;5;1;2;1;2;0;0;1;1;3;2;
2;C;5;1;2;1;2;0;0;1;0;0;2;
2;D;5;1;2;1;2;0;0;1;0;0;2;
3;A;1;2;0;0;0;0;0;1;1;6;2;
3;B;1;1;0;0;0;0;0;1;1;6;2;
3;C;1;1;0;0;0;0;0;1;1;6;2;
3;D;1;1;1;0;0;0;0;0;1;6;2;
3;A;2;1;0;2;0;0;1;1;1;6;2;
3;B;2;1;0;2;0;0;1;1;1;6;2;
3;C;2;1;0;2;0;0;1;1;1;6;2;
3;D;2;1;0;0;0;0;1;1;1;6;2;
3;A;3;1;1;2;0;0;1;1;1;2;2;
3;B;3;1;1;2;0;0;1;1;0;0;2;
3;C;3;1;0;2;0;0;1;1;1;2;2;
3;D;3;1;0;2;0;0;1;1;0;0;2;
3;A;4;1;2;2;0;0;1;1;0;0;2;
3;B;4;1;2;2;0;0;1;1;0;0;2;
3;C;4;1;2;2;0;0;1;1;0;0;2;
3;D;4;1;2;0;0;0;1;1;0;0;2;
3;A;5;1;2;1;2;0;0;1;1;3;2;
3;B;5;1;2;1;2;0;0;1;1;3;2;
3;C;5;1;2;1;2;0;0;1;0;0;2;
3;D;5;1;2;1;2;0;0;1;0;0;2;
4;A;1;1;1;0;0;0;0;1;1;6;2;
4;B;1;1;1;0;0;0;0;1;1;6;2;
4;C;1;1;1;0;0;0;0;0;1;6;2;
4;D;1;1;0;0;0;0;0;1;1;6;2;
4;A;2;2;0;0;0;0;1;0;1;6;2;
4;B;2;2;0;0;0;0;1;0;1;6;2;
4;C;2;1;1;2;0;0;1;1;0;0;2;
4;D;2;1;0;0;0;0;1;1;1;1;2;
4;A;3;1;1;2;0;0;1;1;1;2;2;
4;B;3;1;1;2;0;0;1;1;1;2;2;
4;C;3;1;2;2;0;0;1;1;0;0;2;
4;D;3;1;1;2;0;0;1;1;1;1;2;
4;A;4;1;2;2;0;0;1;1;0;0;2;
4;B;4;1;2;0;0;0;1;1;1;1;2;
4;C;4;1;2;2;0;0;1;1;0;0;2;
4;D;4;1;2;2;0;0;1;1;0;0;2;
4;A;5;1;2;1;2;0;0;1;0;0;2;
4;B;5;1;2;1;2;0;0;1;0;0;2;
4;C;5;1;2;1;2;0;0;1;0;0;2;
4;D;5;1;2;1;2;0;0;1;0;0;2;
5;A;1;1;0;0;0;0;0;0;1;1;2;
5;B;1;1;0;0;0;0;0;0;1;1;2;
5;C;1;1;0;0;0;0;0;1;1;1;2;
5;D;1;1;0;0;0;0;0;1;1;1;2;
5;A;2;1;0;0;0;0;1;1;1;1;2;
5;B;2;2;0;0;0;0;0;0;0;0;2;
5;C;2;1;0;0;0;0;0;1;1;1;2;
5;D;2;1;0;0;0;0;1;1;1;1;2;
5;A;3;1;1;2;0;0;1;1;1;1;2;
5;B;3;1;1;2;0;0;1;1;0;0;2;
5;C;3;1;1;2;0;0;1;1;0;0;2;
5;D;3;1;0;2;0;0;1;1;1;1;2;
5;A;4;1;1;2;2;0;0;1;1;1;2;
5;B;4;1;2;2;2;0;0;1;0;0;2;
5;C;4;1;2;2;2;0;0;1;1;1;2;
5;D;4;1;2;2;2;0;0;1;0;0;2;
5;A;5;1;2;2;2;0;1;1;0;0;2;
5;B;5;2;2;2;2;0;1;1;0;0;2;
5;C;5;1;2;2;2;0;1;1;0;0;2;
5;D;5;1;2;2;2;0;1;1;0;0;2;
5;A;10;3;2;1;0;0;0;1;0;0;;
5;B;10;3;2;1;0;0;0;0;0;0;;
5;C;10;2;1;1;0;0;0;0;0;0;;
5;D;10;3;2;1;1;0;0;0;1;3;;
6;A;1;1;1;0;0;0;0;0;1;1;2;
6;B;1;1;0;0;0;0;0;1;0;0;2;
6;C;1;1;0;0;0;0;0;1;1;1;2;
6;D;1;1;0;0;0;0;0;1;1;1;2;
6;A;2;1;1;0;0;0;0;0;0;0;2;
6;B;2;1;0;0;0;0;1;1;0;0;2;
6;C;2;1;0;0;0;0;0;1;1;6;2;
6;D;2;1;0;0;0;0;1;1;1;1;2;
6;A;3;1;2;2;0;0;1;1;0;0;2;
6;B;3;1;1;2;0;0;1;1;1;1;2;
6;C;3;1;0;2;0;0;1;1;1;2;2;
6;D;3;1;1;2;0;0;1;1;1;1;2;
6;A;4;1;2;2;2;0;0;0;0;0;2;
6;B;4;1;2;2;2;0;0;1;1;1;2;
6;C;4;1;2;2;2;0;0;1;1;3;2;
6;D;4;1;2;2;2;0;0;1;1;3;2;
6;A;5;1;2;2;2;0;1;1;0;0;2;
6;B;5;1;2;1;2;0;1;0;0;0;2;
6;C;5;1;2;2;2;0;1;1;0;0;2;
6;D;5;1;2;2;2;0;1;1;0;0;2;
6;A;10;3;2;1;2;0;0;0;0;0;;
6;B;10;3;2;1;1;1;0;0;0;0;;
6;C;10;2;0;1;1;1;0;0;0;0;;
6;D;10;3;2;1;1;1;0;0;0;0;;
7;A;1;1;0;0;0;0;0;0;1;1;2;
7;B;1;1;0;0;0;0;0;0;1;6;2;
7;C;1;1;0;2;0;0;0;1;1;6;1;
7;D;1;1;0;0;0;0;0;0;1;6;2;
7;A;2;1;0;0;0;0;1;0;1;2;2;
7;B;2;2;0;0;0;0;1;1;1;1;2;
7;C;2;1;0;0;0;0;1;1;1;6;2;
7;D;2;1;0;0;0;0;1;1;1;6;2;
7;A;3;1;1;2;0;0;1;1;0;0;2;
7;B;3;1;1;2;2;0;1;1;0;0;2;
7;C;3;1;0;2;0;0;1;1;1;1;2;
7;D;3;1;2;2;2;0;1;1;1;0;2;
7;A;4;1;2;2;2;0;1;1;0;0;2;
7;B;4;1;2;2;2;0;0;0;0;0;2;
7;C;4;1;2;2;2;0;1;1;1;1;2;
7;D;4;1;2;2;2;0;0;1;0;0;2;
7;A;5;1;2;2;2;0;1;1;0;0;2;
7;B;5;2;2;2;2;0;1;1;0;0;2;
7;C;5;1;2;2;2;0;1;1;0;0;2;
7;D;5;1;2;2;2;0;1;1;0;0;2;
7;A;10;3;2;1;2;0;0;1;0;0;;
7;B;10;3;2;1;1;0;0;1;0;0;;
7;C;10;3;2;1;2;0;0;1;1;3;;
7;D;10;3;2;1;2;0;0;0;1;3;;
8;A;1;4;0;0;0;0;0;0;1;1;2;
8;B;1;4;1;0;0;0;0;1;1;1;2;
8;C;1;1;0;0;0;0;0;0;1;1;2;
8;D;1;1;1;0;0;0;0;1;1;7;2;
8;A;2;4;1;0;0;0;1;1;1;1;2;
8;B;2;1;0;0;0;0;0;0;0;0;2;
8;C;2;1;0;0;0;0;1;1;1;1;2;
8;D;2;1;0;0;0;0;1;1;1;1;2;
8;A;3;1;2;2;0;0;1;1;0;0;2;
8;B;3;1;2;2;0;0;0;1;0;0;2;
8;C;3;1;1;2;0;0;1;1;1;1;2;
8;D;3;1;0;2;0;0;1;1;1;1;2;
8;A;4;1;2;2;2;0;0;1;1;1;2;
8;B;4;1;2;2;2;0;0;1;0;0;2;
8;C;4;1;2;2;2;0;1;1;0;0;2;
8;D;4;1;2;2;2;0;1;1;0;0;2;
8;A;5;2;2;2;2;0;0;1;0;0;2;
8;B;5;2;2;2;2;0;1;1;0;0;2;
8;C;5;1;2;2;2;0;1;1;0;0;2;
8;D;5;1;2;2;2;0;1;1;1;1;2;
8;A;10;3;2;1;1;0;0;0;0;0;;
8;B;10;3;2;1;1;0;0;0;0;0;;
8;C;10;2;1;1;1;1;0;0;0;0;;
8;D;10;2;1;1;1;1;0;0;0;0;;
9;A;1;1;1;0;0;0;0;0;1;1;2;
9;B;1;4;0;0;0;0;1;0;1;1;2;
9;C;1;1;1;0;0;0;1;1;1;5;1;
9;D;1;1;1;0;0;0;1;1;1;5;2;
9;A;2;1;0;0;0;0;0;1;0;0;2;
9;B;2;1;0;0;0;0;0;1;1;2;1;
9;C;2;1;0;0;0;0;1;1;0;0;2;
9;D;2;1;0;0;0;0;1;1;1;1;1;
9;A;3;1;2;2;0;0;1;1;0;0;2;
9;B;3;1;0;2;2;0;1;1;1;5;2;
9;C;3;1;1;2;0;0;1;1;1;5;2;
9;D;3;1;1;2;0;0;1;1;0;0;2;
9;A;4;1;2;2;0;0;1;1;0;0;2;
9;B;4;1;1;2;0;1;1;1;1;1;2;
9;C;4;1;2;2;0;0;1;1;0;0;2;
9;D;4;1;2;2;0;0;1;1;0;0;2;
9;A;5;1;1;2;0;0;1;1;0;0;2;
9;B;5;1;1;2;0;0;1;1;1;3;2;
9;C;5;1;1;2;0;0;1;1;1;1;2;
9;D;5;4;1;2;0;0;0;1;0;0;2;
10;A;1;1;0;0;0;0;1;1;1;6;2;
10;B;1;1;0;0;0;0;0;1;1;5;1;
10;C;1;1;1;0;0;0;0;1;0;0;2;
10;D;1;1;0;0;0;0;1;1;1;1;2;
10;A;2;1;0;2;2;0;0;1;1;1;2;
10;B;2;1;0;2;2;0;0;1;0;0;2;
10;C;2;1;0;0;0;0;0;1;0;0;1;
10;D;2;1;0;0;0;0;1;1;0;0;2;
10;A;3;1;2;2;0;0;1;1;0;0;2;
10;B;3;1;2;2;0;0;1;1;0;0;2;
10;C;3;1;2;2;0;0;1;1;0;0;2;
10;D;3;1;2;2;0;0;1;1;0;0;2;
10;A;4;1;2;2;0;1;1;1;0;0;2;
10;B;4;4;2;2;2;0;1;1;0;0;2;
10;C;4;4;2;2;2;0;1;1;0;0;2;
10;D;4;1;2;2;0;1;1;1;0;0;2;
10;A;5;1;2;2;0;1;1;1;1;3;2;
10;B;5;2;2;2;0;0;1;1;1;0;2;
10;C;5;4;2;2;0;0;1;1;1;1;2;
10;D;5;4;2;2;0;0;1;1;1;3;2;
11;A;1;;;;;;;;;;;
11;B;1;;;;;;;;;;;
11;C;1;;;;;;;;;;;
11;D;1;;;;;;;;;;;
11;A;2;;;;;;;;;;;
11;B;2;;;;;;;;;;;
11;C;2;;;;;;;;;;;
11;D;2;;;;;;;;;;;
11;A;3;;;;;;;;;;;
11;B;3;;;;;;;;;;;
11;C;3;;;;;;;;;;;
11;D;3;;;;;;;;;;;
11;A;4;;;;;;;;;;;
11;B;4;;;;;;;;;;;
11;C;4;;;;;;;;;;;
11;D;4;;;;;;;;;;;
11;A;5;;;;;;;;;;;
11;B;5;;;;;;;;;;;
11;C;5;;;;;;;;;;;
11;D;5;;;;;;;;;;;
12;A;1;;;;;;;;;;;
12;B;1;;;;;;;;;;;
12;C;1;;;;;;;;;;;
12;D;1;;;;;;;;;;;
12;A;2;;;;;;;;;;;
12;B;2;;;;;;;;;;;
12;C;2;;;;;;;;;;;
12;D;2;;;;;;;;;;;
12;A;3;;;;;;;;;;;
12;B;3;;;;;;;;;;;
12;C;3;;;;;;;;;;;
12;D;3;;;;;;;;;;;
12;A;4;;;;;;;;;;;
12;B;4;;;;;;;;;;;
12;C;4;;;;;;;;;;;
12;D;4;;;;;;;;;;;
12;A;5;;;;;;;;;;;
12;B;5;;;;;;;;;;;
12;C;5;;;;;;;;;;;
12;D;5;;;;;;;;;;;
13;A;1;1;1;0;0;0;1;1;1;1;2;
13;B;1;1;1;0;0;0;1;1;1;1;2;
13;C;1;1;1;0;0;0;100;1;1;1;2;
13;D;1;1;1;0;0;0;1;1;1;1;2;
13;A;2;1;1;2;0;0;1;1;0;0;2;
13;B;2;1;1;2;0;0;1;1;1;1;2;
13;C;2;1;1;2;0;0;1;1;1;1;2;
13;D;2;1;1;0;0;0;1;1;1;1;2;
13;A;3;1;2;2;0;0;1;1;0;0;2;
13;B;3;1;2;2;0;0;1;1;1;1;2;
13;C;3;1;2;2;0;0;1;1;1;1;2;
13;D;3;1;2;2;0;0;1;1;1;1;2;
13;A;4;4;2;2;0;0;1;1;0;0;2;
13;B;4;1;2;2;0;0;1;1;0;0;2;
13;C;4;1;2;2;0;0;1;1;0;0;2;
13;D;4;1;2;2;0;0;1;1;0;0;2;
13;A;5;2;2;2;0;0;1;1;0;0;2;
13;B;5;2;2;2;0;0;1;1;0;0;2;
13;C;5;1;2;2;0;1;1;1;0;0;2;
13;D;5;1;2;2;0;0;1;1;0;0;2;
13;A;10;3;2;2;1;1;0;0;0;0;2;
13;B;10;3;2;2;1;1;0;0;0;0;2;
13;C;10;3;2;2;1;1;0;0;0;0;2;
13;D;10;3;2;2;1;0;0;0;0;0;2;
13;A;15;3;2;2;1;1;0;0;0;0;2;
13;B;15;3;2;2;1;1;0;0;0;0;2;
13;C;15;3;2;2;1;1;0;0;0;0;2;
13;D;15;3;2;2;1;1;0;0;0;0;2;
13;A;20;2;2;1;1;1;0;0;0;0;1;
13;B;20;2;2;1;1;1;0;0;0;0;2;
13;C;20;2;2;1;1;1;0;0;0;0;1;
13;D;20;2;2;1;1;1;0;0;0;0;1;
13;A;25;2;2;1;1;0;0;0;0;0;2;
13;B;25;2;0;2;1;0;1;0;0;0;2;
13;C;25;2;2;1;1;0;0;0;0;0;2;
13;D;25;2;2;2;1;0;0;0;0;0;2;
13;A;30;2;1;1;1;1;0;0;0;0;1;
13;B;30;2;1;1;1;1;0;0;0;0;1;
13;C;30;2;2;1;1;1;0;0;0;0;1;
13;D;30;2;2;1;1;1;0;0;0;0;1;
14;A;1;1;1;0;0;0;1;1;1;5;2;
14;B;1;1;0;0;0;0;1;1;1;1;2;
14;C;1;1;0;0;0;0;1;0;1;1;2;
14;D;1;1;0;0;0;0;1;1;1;1;2;
14;A;2;1;2;2;0;0;1;1;0;0;2;
14;B;2;1;1;0;0;0;1;1;1;5;2;
14;C;2;1;2;2;0;0;1;1;0;0;2;
14;D;2;1;1;2;0;1;1;1;0;0;2;
14;A;3;1;2;2;0;0;1;1;0;0;2;
14;B;3;1;1;2;0;0;1;1;1;6;2;
14;C;3;1;2;2;0;0;1;1;0;0;2;
14;D;3;1;2;2;0;0;1;1;0;0;2;
14;A;4;1;2;2;0;0;1;1;0;0;2;
14;B;4;1;2;2;0;1;1;1;0;0;2;
14;C;4;1;2;2;0;1;1;1;0;0;2;
14;D;4;1;2;2;0;0;1;1;0;0;2;
14;A;5;2;2;2;0;0;1;1;0;0;2;
14;B;5;1;1;2;0;0;1;1;1;4;2;
14;C;5;1;2;2;0;0;1;1;0;0;2;
14;D;5;1;1;2;0;100;1;1;1;1;2;
14;A;10;3;2;2;2;1;0;0;0;0;2;
14;B;10;3;2;2;1;1;0;0;0;0;2;
14;C;10;3;2;2;1;1;0;0;0;0;2;
14;D;10;2;2;2;1;1;0;0;0;0;2;
14;A;15;3;2;2;1;1;0;0;0;0;2;
14;B;15;3;2;2;1;1;0;0;0;0;2;
14;C;15;3;2;2;1;1;0;0;0;0;2;
14;D;15;3;2;2;1;1;0;0;0;0;2;
14;A;20;2;2;1;1;1;1;0;0;0;1;
14;B;20;2;2;1;1;1;0;0;0;0;1;
14;C;20;2;2;1;1;1;1;0;0;0;1;
14;D;20;2;2;1;1;1;1;0;0;0;2;
14;A;25;2;1;1;1;0;4;0;0;0;1;
14;B;25;2;1;1;1;0;1;0;0;0;1;
14;C;25;2;2;2;1;1;1;0;0;0;2;
14;D;25;2;1;1;1;0;4;0;0;0;2;
14;A;30;2;1;1;1;1;1;0;0;0;1;
14;B;30;2;1;1;1;1;4;1;0;0;1;
14;C;30;2;2;1;1;1;0;0;0;0;1;
14;D;30;3;1;1;1;0;1;0;0;0;1;
15;A;1;;;;;;;;;;;
15;B;1;;;;;;;;;;;
15;C;1;;;;;;;;;;;
15;D;1;;;;;;;;;;;
15;A;2;;;;;;;;;;;
15;B;2;;;;;;;;;;;
15;C;2;;;;;;;;;;;
15;D;2;;;;;;;;;;;
15;A;3;;;;;;;;;;;
15;B;3;;;;;;;;;;;
15;C;3;;;;;;;;;;;
15;D;3;;;;;;;;;;;
15;A;4;;;;;;;;;;;
15;B;4;;;;;;;;;;;
15;C;4;;;;;;;;;;;
15;D;4;;;;;;;;;;;
15;A;5;;;;;;;;;;;
15;B;5;;;;;;;;;;;
15;C;5;;;;;;;;;;;
15;D;5;;;;;;;;;;;
15;A;10;;;;;;;;;;;
15;B;10;;;;;;;;;;;
15;C;10;;;;;;;;;;;
15;D;10;;;;;;;;;;;
15;A;15;;;;;;;;;;;
15;B;15;;;;;;;;;;;
15;C;15;;;;;;;;;;;
15;D;15;;;;;;;;;;;
15;A;20;;;;;;;;;;;
15;B;20;;;;;;;;;;;
15;C;20;;;;;;;;;;;
15;D;20;;;;;;;;;;;
15;A;25;;;;;;;;;;;
15;B;25;;;;;;;;;;;
15;C;25;;;;;;;;;;;
15;D;25;;;;;;;;;;;
15;A;30;;;;;;;;;;;
15;B;30;;;;;;;;;;;
15;C;30;;;;;;;;;;;
15;D;30;;;;;;;;;;;
16;A;1;1;0;0;0;0;1;1;1;1;2;
16;B;1;1;1;0;0;0;1;1;1;1;1;
16;C;1;1;1;0;0;0;1;1;1;1;2;
16;D;1;1;1;0;0;0;0;1;1;1;2;
16;A;2;1;1;2;0;0;1;1;1;7;2;
16;B;2;2;2;2;2;0;1;1;0;0;2;
16;C;2;1;1;2;0;0;1;1;1;4;2;
16;D;2;1;1;2;0;0;1;1;1;2;2;
16;A;3;1;2;2;0;0;1;1;1;1;2;
16;B;3;2;2;2;2;0;2;1;0;0;2;
16;C;3;1;2;2;0;0;1;1;0;0;2;
16;D;3;1;2;2;0;0;1;1;1;1;2;
16;A;4;1;2;2;0;0;1;1;0;0;2;
16;B;4;2;2;2;2;0;1;1;0;0;2;
16;C;4;1;2;2;0;0;1;1;0;0;2;
16;D;4;1;2;2;0;0;1;1;0;0;2;
16;A;5;2;2;2;2;1;1;1;0;0;2;
16;B;5;2;2;2;2;0;1;1;0;0;2;
16;C;5;1;2;2;0;0;1;1;0;0;2;
16;D;5;1;2;2;0;0;1;1;0;0;2;
16;A;10;3;2;2;1;1;0;0;0;0;2;
16;B;10;3;2;2;1;1;0;0;0;0;2;
16;C;10;3;2;2;2;1;0;0;0;0;2;
16;D;10;3;2;2;1;1;0;0;0;0;2;
16;A;15;3;2;2;1;1;0;0;0;0;2;
16;B;15;3;2;2;1;1;0;0;0;0;2;
16;C;15;3;2;2;1;1;0;0;0;0;2;
16;D;15;3;2;2;1;1;0;0;0;0;2;
16;A;20;2;2;1;1;1;0;0;0;0;2;
16;B;20;2;2;1;1;1;0;0;0;0;1;
16;C;20;3;2;2;1;1;0;0;0;0;2;
16;D;20;2;1;1;1;1;0;0;0;0;1;
16;A;25;2;2;1;1;0;1;0;0;0;1;
16;B;25;2;1;1;1;0;0;0;0;0;1;
16;C;25;2;1;1;1;100;1;0;0;0;1;
16;D;25;2;1;1;1;0;0;0;0;0;2;
16;A;30;2;1;1;1;1;0;0;0;0;1;
16;B;30;2;1;1;0;1;0;0;0;0;1;
16;C;30;2;1;1;1;1;0;0;0;0;1;
16;D;30;2;1;1;1;1;0;0;0;0;1;
17;A;1;1;1;0;0;0;1;1;1;5;2;
17;B;1;1;1;0;0;0;1;1;1;1;2;
17;C;1;1;0;0;0;0;1;1;1;1;2;
17;D;1;1;1;0;0;0;1;1;1;1;2;
17;A;2;1;1;2;0;0;1;1;1;1;2;
17;B;2;1;1;2;0;0;1;1;1;1;2;
17;C;2;1;1;2;0;0;1;1;1;1;2;
