Gris ID;Sår ID;Tid;Niveau sårvæv;Sårskorpe;Granulationsvæv;Epithelialisering;Kontraktion;Hyperæmi;Ødem;Eksudat;Eksudattype;Infektionsniveau;;;;;;;;
21;D;7;3;2;0;0;0;0;0;0;0;2;;;;;;;;
21;A;8;3;2;2;2;1;0;0;0;0;2;;;;;;;;
21;B;8;3;2;2;2;2;0;0;0;0;2;;;;;;;;
21;C;8;2;2;2;2;1;0;0;0;0;1;;;;;;;;
21;D;8;2;2;2;2;1;0;0;0;0;2;;;;;;;;
21;A;9;3;2;2;1;1;0;0;0;0;2;;;;;;;;
21;B;9;3;2;2;2;2;0;0;0;0;2;;;;;;;;
21;C;9;2;2;2;1;1;0;0;0;0;1;;;;;;;;
21;D;9;2;2;2;2;1;0;0;0;0;2;;;;;;;;
21;A;10;3;2;2;2;1;0;0;0;0;2;;;;;;;;
21;B;10;2;2;2;2;1;0;0;0;0;1;;;;;;;;
21;C;10;2;2;2;2;1;0;0;0;0;1;;;;;;;;
21;D;10;3;2;2;2;0;0;0;0;0;2;;;;;;;;
21;A;11;3;2;2;2;1;0;0;1;4;2;;;;;;;;
21;B;11;3;2;2;2;1;0;0;0;0;2;;;;;;;;
21;C;11;2;1;0;1;1;0;0;1;4;1;;;;;;;;
21;D;11;2;2;2;2;1;0;0;0;0;1;;;;;;;;
21;A;12;3;2;2;2;1;0;0;0;0;2;;;;;;;;
21;B;12;3;2;2;2;1;0;0;0;0;2;;;;;;;;
21;C;12;3;2;2;2;1;0;0;0;0;2;;;;;;;;
21;D;12;3;2;2;2;1;0;0;0;0;1;;;;;;;;
21;A;13;3;100;2;1;1;0;0;0;0;2;;;;;;;;
21;B;13;2;2;1;1;1;0;0;0;0;1;;;;;;;;
21;C;13;3;2;2;1;1;0;0;0;0;1;;;;;;;;
21;D;13;2;0;1;1;1;0;0;0;0;1;;;;;;;;
21;A;14;3;2;2;1;1;0;0;0;0;2;;;;;;;;
21;B;14;3;2;2;1;1;0;0;0;0;1;;;;;;;;
21;C;14;3;2;2;1;1;0;0;0;0;1;;;;;;;;
21;D;14;3;2;2;1;1;0;0;0;0;1;;;;;;;;
21;A;15;2;2;2;1;1;0;0;0;0;2;;;;;;;;
21;D;15;2;2;2;1;1;0;0;0;0;1;;;;;;;;
21;A;16;2;2;2;1;1;0;0;0;0;1;;;;;;;;
21;D;16;2;2;2;1;1;0;0;0;0;1;;;;;;;;
21;A;17;2;2;2;1;1;0;0;0;0;1;;;;;;;;
21;D;17;2;2;2;1;1;0;0;0;0;1;;;;;;;;
21;A;18;2;2;2;1;1;0;0;0;0;2;;;;;;;;
21;D;18;3;2;2;1;1;0;0;0;0;1;;;;;;;;
21;A;19;2;2;2;1;1;0;0;0;0;2;;;;;;;;
21;D;19;3;2;1;1;1;0;0;0;0;1;;;;;;;;
21;A;20;2;2;1;1;1;0;0;0;0;1;;;;;;;;
21;D;20;2;2;1;1;1;0;0;0;0;1;;;;;;;;
21;A;21;2;2;1;1;1;0;0;0;0;1;;;;;;;;
21;D;21;2;2;1;1;1;0;0;0;0;1;;;;;;;;
21;A;22;2;1;1;1;1;0;0;0;0;1;;;;;;;;
21;D;22;3;1;1;1;1;0;0;0;0;1;;;;;;;;
21;A;23;2;1;1;1;1;0;0;0;0;1;;;;;;;;
21;D;23;2;2;1;1;1;0;0;0;0;1;;;;;;;;
21;A;24;2;1;1;1;1;0;0;0;0;1;;;;;;;;
21;D;24;2;2;1;1;1;0;0;0;0;1;;;;;;;;
21;A;25;2;1;1;1;1;0;0;0;0;1;;;;;;;;
21;D;25;2;1;1;1;1;0;0;0;0;1;;;;;;;;
21;A;26;2;1;1;1;1;0;0;0;0;1;;;;;;;;
21;D;26;2;0;1;1;1;0;0;0;0;1;;;;;;;;
21;A;27;3;2;1;1;1;0;0;0;0;1;;;;;;;;
21;D;27;2;1;1;1;1;0;0;0;0;1;;;;;;;;
22;A;1;1;0;0;0;0;2;0;1;5;2;;;;;;;;
22;B;1;1;0;0;0;0;2;0;1;5;2;;;;;;;;
22;C;1;1;0;0;0;0;2;0;1;5;2;;;;;;;;
22;D;1;1;0;0;0;0;2;0;1;5;2;;;;;;;;
22;A;2;1;2;0;0;0;1;1;0;0;2;;;;;;;;
22;B;2;1;2;0;0;0;1;1;0;0;2;;;;;;;;
22;C;2;1;2;0;0;0;1;1;0;0;2;;;;;;;;
22;D;2;1;2;0;0;0;1;1;1;1;2;;;;;;;;
22;A;3;1;2;0;0;0;0;1;0;0;2;;;;;;;;
22;B;3;1;2;0;0;0;1;1;1;1;2;;;;;;;;
22;C;3;1;2;0;0;0;1;1;0;0;2;;;;;;;;
22;D;3;1;2;0;0;0;1;1;0;0;2;;;;;;;;
22;A;4;1;2;0;0;0;1;1;0;0;2;;;;;;;;
22;B;4;100;2;0;0;0;1;1;0;0;2;;;;;;;;
22;C;4;1;2;0;0;0;1;1;0;0;2;;;;;;;;
22;D;4;3;2;0;0;0;1;1;0;0;2;;;;;;;;
22;A;5;2;2;2;0;0;0;1;0;0;2;;;;;;;;
22;B;5;2;2;2;0;0;1;0;0;0;2;;;;;;;;
22;C;5;1;2;2;0;0;1;1;0;0;2;;;;;;;;
22;D;5;1;2;2;0;0;1;1;0;0;2;;;;;;;;
22;A;6;3;2;0;2;2;0;0;0;0;2;;;;;;;;
22;B;6;3;2;0;0;0;1;0;0;0;2;;;;;;;;
22;C;6;3;2;0;0;0;1;0;0;0;2;;;;;;;;
22;D;6;3;2;0;0;0;1;1;0;0;2;;;;;;;;
22;A;7;3;2;2;2;1;0;0;0;0;2;;;;;;;;
22;B;7;3;2;2;2;2;0;0;0;0;2;;;;;;;;
22;C;7;3;2;2;2;2;0;0;0;0;2;;;;;;;;
22;D;7;3;2;2;2;2;1;1;0;0;2;;;;;;;;
22;A;8;3;2;2;1;1;0;0;0;0;2;;;;;;;;
22;B;8;3;2;2;2;2;0;0;0;0;2;;;;;;;;
22;C;8;3;2;2;1;1;0;0;0;0;2;;;;;;;;
22;D;8;3;2;2;2;1;0;0;0;0;2;;;;;;;;
22;A;9;3;2;2;2;1;0;0;0;0;2;;;;;;;;
22;B;9;3;2;2;2;1;0;0;0;0;2;;;;;;;;
22;C;9;3;2;2;1;1;0;0;0;0;2;;;;;;;;
22;D;9;3;2;2;1;1;0;0;0;0;1;;;;;;;;
22;A;10;2;2;2;2;1;0;0;0;0;2;;;;;;;;
22;B;10;3;2;2;2;2;0;0;0;0;2;;;;;;;;
22;C;10;2;2;2;2;2;0;0;0;0;2;;;;;;;;
22;D;10;3;2;2;2;1;0;0;0;0;2;;;;;;;;
22;A;11;2;2;2;2;1;0;0;0;0;2;;;;;;;;
22;B;11;3;2;1;1;1;0;0;0;0;2;;;;;;;;
22;C;11;3;1;2;2;1;0;0;0;0;2;;;;;;;;
22;D;11;3;2;2;2;1;0;0;0;0;2;;;;;;;;
22;A;12;3;2;2;2;1;0;0;0;0;2;;;;;;;;
22;B;12;3;2;2;1;1;0;0;0;0;2;;;;;;;;
22;C;12;3;2;2;2;1;0;0;0;0;2;;;;;;;;
22;D;12;3;2;2;2;1;0;0;0;0;2;;;;;;;;
22;A;13;2;2;2;1;1;0;0;0;0;2;;;;;;;;
22;B;13;3;2;2;1;1;0;0;0;0;2;;;;;;;;
22;C;13;2;2;2;1;1;0;0;0;0;2;;;;;;;;
22;D;13;2;0;2;1;1;0;0;0;0;2;;;;;;;;
22;A;14;3;2;2;1;1;0;0;0;0;2;;;;;;;;
22;B;14;3;2;1;1;1;0;0;0;0;2;;;;;;;;
22;C;14;3;2;1;1;1;0;0;0;0;2;;;;;;;;
22;D;14;3;2;2;1;1;0;0;0;0;2;;;;;;;;
22;A;15;2;2;2;1;1;0;0;0;0;2;;;;;;;;
22;D;15;3;2;2;1;1;0;0;0;0;2;;;;;;;;
22;A;16;2;2;2;1;1;0;0;0;0;1;;;;;;;;
22;D;16;2;2;2;1;1;0;0;0;0;1;;;;;;;;
22;A;17;2;2;2;1;1;0;0;0;0;1;;;;;;;;
22;D;17;2;2;2;1;1;0;0;0;0;1;;;;;;;;
22;A;18;2;2;2;1;1;0;0;0;0;1;;;;;;;;
22;D;18;2;2;2;1;1;0;0;0;0;1;;;;;;;;
22;A;19;3;2;2;1;1;0;0;0;0;1;;;;;;;;
22;D;19;3;2;2;1;1;0;0;0;0;1;;;;;;;;
22;A;20;2;2;1;1;1;0;0;0;0;1;;;;;;;;
22;D;20;2;2;1;1;1;0;0;0;0;1;;;;;;;;
22;A;21;2;0;1;1;1;0;0;0;0;1;;;;;;;;
22;D;21;3;0;1;1;1;0;0;0;0;1;;;;;;;;
22;A;22;2;1;1;1;1;0;0;0;0;1;;;;;;;;
22;D;22;3;0;1;1;1;0;0;0;0;1;;;;;;;;
22;A;23;2;1;1;2;1;0;0;0;0;1;;;;;;;;
22;D;23;3;0;1;1;1;0;0;0;0;1;;;;;;;;
22;A;24;2;1;1;1;1;0;0;0;0;1;;;;;;;;
22;D;24;3;0;1;1;1;0;0;0;0;1;;;;;;;;
22;A;25;2;1;2;1;1;0;0;0;0;1;;;;;;;;
22;D;25;2;1;2;1;1;0;0;0;0;1;;;;;;;;
22;A;26;2;1;1;1;1;0;0;0;0;1;;;;;;;;
22;D;26;2;1;1;1;1;0;0;0;0;1;;;;;;;;
22;A;27;2;1;1;1;1;0;0;0;0;1;;;;;;;;
22;D;27;2;0;1;1;1;0;0;0;0;1;;;;;;;;
23;A;1;1;1;0;0;0;0;1;1;1;2;;;;;;;;
23;B;1;1;1;0;0;0;0;0;1;1;1;;;;;;;;
23;C;1;1;1;0;0;0;0;1;1;4;1;;;;;;;;
23;D;1;1;1;0;0;0;0;0;1;5;2;;;;;;;;
23;A;2;1;2;0;0;0;1;1;1;2;2;;;;;;;;
23;B;2;1;2;0;0;0;1;1;0;0;2;;;;;;;;
23;C;2;1;2;0;0;0;1;1;1;1;1;;;;;;;;
23;D;2;1;2;0;0;0;1;1;1;1;2;;;;;;;;
23;A;3;1;2;0;0;0;1;1;0;0;2;;;;;;;;
23;B;3;1;2;0;0;0;1;1;0;0;2;;;;;;;;
23;C;3;1;2;0;0;0;1;1;1;2;2;;;;;;;;
23;D;3;1;2;0;0;0;1;1;1;4;2;;;;;;;;
23;A;4;1;2;0;0;0;1;1;0;0;2;;;;;;;;
23;B;4;1;2;0;0;0;1;1;0;0;2;;;;;;;;
23;C;4;1;2;0;0;0;1;1;0;0;2;;;;;;;;
23;D;4;1;2;0;0;0;1;1;0;0;2;;;;;;;;
23;A;5;2;2;0;0;0;1;0;0;0;2;;;;;;;;
23;B;5;2;2;0;0;0;1;1;1;5;2;;;;;;;;
23;C;5;2;2;0;0;0;1;0;0;0;2;;;;;;;;
23;D;5;1;2;0;0;0;1;1;1;5;2;;;;;;;;
23;A;6;2;2;2;2;1;0;0;0;0;2;;;;;;;;
23;B;6;2;2;2;2;1;0;0;0;0;2;;;;;;;;
23;C;6;2;2;2;2;0;1;0;0;0;2;;;;;;;;
23;D;6;2;2;2;2;0;1;0;1;3;3;;;;;;;;
23;A;7;3;2;2;2;1;0;0;0;0;2;;;;;;;;
23;B;7;3;2;2;2;1;0;0;0;0;2;;;;;;;;
23;C;7;3;2;2;2;1;0;0;0;0;2;;;;;;;;
23;D;7;3;2;2;2;1;1;0;0;0;2;;;;;;;;
23;A;8;3;2;2;2;1;0;0;0;0;2;;;;;;;;
23;B;8;3;2;2;2;0;0;0;0;0;2;;;;;;;;
23;C;8;3;2;2;2;1;0;0;0;0;2;;;;;;;;
23;D;8;3;2;2;2;1;0;0;0;0;2;;;;;;;;
23;A;9;3;2;2;2;1;0;0;0;0;2;;;;;;;;
23;B;9;3;2;2;2;1;1;0;0;0;2;;;;;;;;
23;C;9;3;2;2;2;1;0;0;0;0;2;;;;;;;;
23;D;9;3;2;2;2;1;1;0;0;0;2;;;;;;;;
23;A;10;3;2;2;2;2;0;0;0;0;2;;;;;;;;
23;B;10;3;2;2;2;2;0;0;0;0;2;;;;;;;;
23;C;10;3;2;2;2;1;0;0;0;0;2;;;;;;;;
23;D;10;3;2;2;1;1;0;0;0;0;1;;;;;;;;
23;A;11;3;2;2;1;1;0;0;0;0;2;;;;;;;;
23;B;11;3;2;2;2;2;0;0;0;0;2;;;;;;;;
23;C;11;3;2;2;1;1;0;0;0;0;2;;;;;;;;
23;D;11;3;2;2;1;1;0;0;0;0;1;;;;;;;;
23;A;12;3;2;2;1;2;0;0;0;0;1;;;;;;;;
23;B;12;2;2;2;1;1;0;0;0;0;1;;;;;;;;
23;C;12;3;2;2;1;1;0;0;0;0;2;;;;;;;;
23;D;12;3;2;2;1;1;0;0;0;0;1;;;;;;;;
23;A;13;3;2;2;1;1;0;0;0;0;1;;;;;;;;
23;B;13;2;2;2;1;1;0;0;0;0;1;;;;;;;;
23;C;13;3;2;2;1;1;0;0;0;0;2;;;;;;;;
23;D;13;3;2;2;1;1;0;0;0;0;1;;;;;;;;
23;A;14;2;2;2;1;1;0;0;0;0;1;;;;;;;;
23;B;14;2;2;2;1;1;0;0;0;0;1;;;;;;;;
23;C;14;2;2;2;1;1;0;0;0;0;1;;;;;;;;
23;D;14;3;2;2;1;1;0;0;0;0;1;;;;;;;;
23;A;15;2;2;2;1;1;0;0;0;0;1;;;;;;;;
23;B;15;2;2;2;1;1;0;0;0;0;1;;;;;;;;
23;C;15;2;2;2;1;1;0;0;0;0;1;;;;;;;;
23;D;15;3;2;2;1;1;0;0;0;0;1;;;;;;;;
23;A;16;3;2;2;1;1;0;0;0;0;1;;;;;;;;
23;B;16;3;2;2;1;1;0;0;0;0;1;;;;;;;;
23;C;16;2;2;2;1;1;0;0;0;0;1;;;;;;;;
23;D;16;3;2;2;1;1;0;0;0;0;1;;;;;;;;
23;A;17;3;2;1;1;1;0;0;0;0;1;;;;;;;;
23;B;17;3;2;1;1;1;0;0;0;0;1;;;;;;;;
23;C;17;2;2;1;1;1;0;0;0;0;1;;;;;;;;
23;D;17;3;2;1;1;1;0;0;0;0;1;;;;;;;;
23;A;18;3;2;1;1;1;0;0;0;0;1;;;;;;;;
23;B;18;3;2;1;1;1;0;0;0;0;1;;;;;;;;
23;C;18;2;2;1;1;1;0;0;0;0;1;;;;;;;;
23;D;18;100;2;1;1;1;0;0;0;0;1;;;;;;;;
23;A;19;3;2;1;1;1;0;0;0;0;1;;;;;;;;
23;D;19;3;2;1;1;1;0;0;0;0;1;;;;;;;;
23;A;20;3;2;1;1;1;0;0;0;0;1;;;;;;;;
23;D;20;3;2;1;1;1;0;0;0;0;1;;;;;;;;
23;A;21;3;2;1;1;1;0;0;0;0;1;;;;;;;;
23;D;21;3;1;1;1;1;0;0;0;0;1;;;;;;;;
23;A;22;3;1;1;1;1;0;100;0;0;1;;;;;;;;
23;D;22;3;1;1;1;1;0;0;0;0;1;;;;;;;;
23;A;23;2;1;1;1;1;0;0;0;0;1;;;;;;;;
23;D;23;3;1;1;1;1;0;0;0;0;1;;;;;;;;
23;A;24;2;1;1;1;1;0;0;0;0;1;;;;;;;;
23;D;24;2;1;1;1;1;0;0;0;0;1;;;;;;;;
23;A;25;2;1;1;1;1;0;0;0;0;1;;;;;;;;
23;D;25;2;1;1;1;1;0;0;0;0;1;;;;;;;;
23;A;26;2;1;1;1;1;0;0;0;0;1;;;;;;;;
23;D;26;2;0;1;1;1;0;0;0;0;1;;;;;;;;
23;A;27;2;1;1;1;1;0;0;0;0;1;;;;;;;;
23;D;27;2;0;1;1;1;0;0;0;0;1;;;;;;;;
23;A;28;2;1;1;1;1;0;0;0;0;1;;;;;;;;
23;D;28;2;0;1;1;1;0;0;0;0;1;;;;;;;;
23;A;29;2;1;1;1;1;0;0;0;0;1;;;;;;;;
23;D;29;2;0;1;1;1;0;0;0;0;1;;;;;;;;
23;A;30;2;1;1;1;1;0;0;0;0;1;;;;;;;;
23;D;30;2;0;1;1;1;0;0;0;0;1;;;;;;;;
23;A;31;2;1;1;1;1;0;0;0;0;1;;;;;;;;
23;D;31;2;0;1;1;1;0;0;0;0;1;;;;;;;;
23;A;32;2;0;1;1;1;0;0;0;0;1;;;;;;;;
23;D;32;2;0;1;1;1;0;0;0;0;1;;;;;;;;
23;A;33;2;0;1;1;1;0;0;0;0;1;;;;;;;;
23;D;33;2;0;1;1;1;0;0;0;0;1;;;;;;;;
23;A;34;2;0;1;1;1;0;0;0;0;1;;;;;;;;
23;D;34;2;0;1;1;1;0;0;0;0;1;;;;;;;;
23;A;35;2;0;1;1;1;0;0;0;0;1;;;;;;;;
23;D;35;2;0;1;1;1;0;0;0;0;1;;;;;;;;
24;A;1;1;2;0;0;0;2;1;0;0;1;;;;;;;;
24;B;1;1;2;0;0;0;2;1;0;0;1;;;;;;;;
24;C;1;1;1;0;0;0;2;1;1;5;1;;;;;;;;
24;D;1;100;1;0;0;0;2;1;1;5;1;;;;;;;;
24;A;2;1;2;0;0;0;1;1;0;0;1;;;;;;;;
24;B;2;1;2;0;0;0;1;1;0;0;1;;;;;;;;
24;C;2;1;2;0;0;0;1;1;1;5;2;;;;;;;;
24;D;2;1;2;0;0;0;1;1;0;0;1;;;;;;;;
24;A;3;1;2;0;0;0;1;1;0;0;2;;;;;;;;
24;B;3;1;2;0;0;0;1;1;0;0;2;;;;;;;;
24;C;3;1;2;0;0;0;1;1;0;0;2;;;;;;;;
24;D;3;1;2;0;0;0;1;1;0;0;2;;;;;;;;
24;A;4;1;2;0;0;0;1;1;0;0;2;;;;;;;;
24;B;4;1;2;0;0;0;1;1;0;0;2;;;;;;;;
24;C;4;1;2;0;0;0;1;1;0;0;2;;;;;;;;
24;D;4;1;2;0;0;0;1;1;0;0;2;;;;;;;;
24;A;5;2;2;0;0;0;0;0;0;0;2;;;;;;;;
24;B;5;2;2;0;0;0;1;0;0;0;2;;;;;;;;
24;C;5;2;2;100;100;100;1;0;0;0;2;;;;;;;;
24;D;5;2;2;0;0;0;1;0;0;0;2;;;;;;;;
24;A;6;2;2;2;100;0;0;0;0;0;2;;;;;;;;
24;B;6;3;2;2;100;0;0;0;0;0;2;;;;;;;;
24;C;6;3;2;2;100;1;0;0;0;0;2;;;;;;;;
24;D;6;3;2;2;100;1;0;0;0;0;2;;;;;;;;
24;A;7;3;2;2;2;1;0;0;0;0;2;;;;;;;;
24;C;7;3;2;2;2;1;0;0;0;0;2;;;;;;;;
24;D;7;3;2;2;1;1;0;0;0;0;2;;;;;;;;
24;A;8;3;2;2;2;2;0;0;0;0;2;;;;;;;;
24;B;8;3;2;2;2;1;0;0;0;0;2;;;;;;;;
24;C;8;3;2;2;2;1;0;0;0;0;2;;;;;;;;
24;D;8;3;2;2;2;1;0;0;0;0;2;;;;;;;;
24;A;9;3;2;2;2;2;0;0;0;0;2;;;;;;;;
24;B;9;3;2;2;2;1;0;0;0;0;2;;;;;;;;
24;C;9;3;2;2;2;1;0;0;0;0;2;;;;;;;;
24;D;9;3;1;2;2;1;0;0;0;0;2;;;;;;;;
24;A;10;3;2;2;2;0;0;0;0;0;2;;;;;;;;
24;B;10;3;1;2;1;1;0;0;0;0;2;;;;;;;;
24;C;10;3;2;2;2;2;0;0;0;0;2;;;;;;;;
24;D;10;100;1;2;1;1;0;0;0;0;1;;;;;;;;
24;A;11;3;2;2;2;2;0;0;0;0;2;;;;;;;;
24;B;11;3;2;2;1;2;0;0;0;0;2;;;;;;;;
24;C;11;3;2;2;2;2;0;0;0;0;2;;;;;;;;
24;D;11;2;2;1;1;1;0;0;0;0;1;;;;;;;;
24;A;12;3;2;2;2;2;0;0;0;0;2;;;;;;;;
24;B;12;3;2;2;1;1;0;0;0;0;2;;;;;;;;
24;C;12;3;2;2;1;1;0;0;0;0;2;;;;;;;;
24;D;12;3;2;2;1;1;0;0;0;0;1;;;;;;;;
24;A;13;3;2;2;1;1;0;0;0;0;2;;;;;;;;
24;B;13;3;2;2;1;1;0;0;0;0;2;;;;;;;;
24;C;13;2;2;2;1;1;0;0;0;0;1;;;;;;;;
24;D;13;3;2;0;1;1;0;0;0;0;1;;;;;;;;
24;A;14;3;2;2;1;1;0;0;0;0;2;;;;;;;;
24;B;14;3;2;2;1;1;0;0;0;0;2;;;;;;;;
24;C;14;2;2;2;1;1;0;0;0;0;1;;;;;;;;
24;D;14;3;2;2;1;1;0;0;0;0;1;;;;;;;;
24;A;15;3;2;2;1;1;0;0;0;0;2;;;;;;;;
24;B;15;2;2;2;1;1;0;0;0;0;1;;;;;;;;
24;C;15;2;2;2;1;1;0;0;0;0;1;;;;;;;;
24;D;15;2;2;2;1;1;0;0;0;0;1;;;;;;;;
24;A;16;3;2;2;1;1;0;0;0;0;2;;;;;;;;
24;B;16;2;1;2;1;1;0;0;0;0;1;;;;;;;;
24;C;16;2;2;2;1;1;0;0;0;0;1;;;;;;;;
24;D;16;3;2;2;1;1;0;0;0;0;1;;;;;;;;
24;A;17;3;2;2;1;1;0;0;0;0;2;;;;;;;;
24;B;17;2;0;1;1;1;0;0;0;0;1;;;;;;;;
24;C;17;2;1;2;1;1;0;0;0;0;1;;;;;;;;
24;D;17;3;2;2;1;1;0;0;0;0;1;;;;;;;;
24;A;18;3;2;1;1;1;0;0;0;0;1;;;;;;;;
24;B;18;2;0;1;1;1;0;0;0;0;1;;;;;;;;
24;C;18;2;2;1;1;1;0;0;0;0;1;;;;;;;;
24;D;18;2;2;1;1;1;0;0;0;0;1;;;;;;;;
24;A;19;3;2;1;1;1;0;0;0;0;2;;;;;;;;
24;D;19;2;2;1;1;1;0;0;0;0;1;;;;;;;;
24;A;20;3;2;1;1;1;0;0;0;0;2;;;;;;;;
24;D;20;2;2;1;1;1;0;0;0;0;1;;;;;;;;
24;A;21;3;2;1;1;1;0;0;0;0;2;;;;;;;;
24;D;21;2;2;1;1;1;0;0;0;0;1;;;;;;;;
24;A;22;3;2;1;1;1;0;0;0;0;2;;;;;;;;
24;D;22;2;2;1;1;1;0;0;0;0;1;;;;;;;;
24;A;23;3;1;1;1;1;0;0;0;0;2;;;;;;;;
24;D;23;2;1;1;1;1;0;0;0;0;1;;;;;;;;
24;A;24;3;1;1;1;1;0;0;0;0;1;;;;;;;;
24;D;24;2;1;1;1;1;0;0;0;0;1;;;;;;;;
24;A;25;2;1;1;1;1;0;0;0;0;1;;;;;;;;
24;D;25;2;1;1;1;1;0;0;0;0;1;;;;;;;;
24;A;26;2;0;1;1;1;0;0;0;0;1;;;;;;;;
24;D;26;2;1;1;1;1;0;0;0;0;1;;;;;;;;
24;A;27;2;0;1;1;1;0;0;0;0;1;;;;;;;;
24;D;27;2;1;1;1;1;0;0;0;0;1;;;;;;;;
24;A;28;2;0;1;1;1;0;0;0;0;1;;;;;;;;
24;D;28;2;1;1;1;1;0;0;0;0;1;;;;;;;;
24;A;29;2;1;1;1;1;0;0;0;0;1;;;;;;;;
24;D;29;2;1;1;1;1;0;0;0;0;1;;;;;;;;
24;A;30;2;1;1;1;1;0;0;0;0;1;;;;;;;;
24;D;30;2;1;1;1;1;0;0;0;0;1;;;;;;;;
24;A;31;2;1;1;1;1;0;0;0;0;1;;;;;;;;
24;D;31;2;1;1;1;1;0;0;0;0;1;;;;;;;;
24;A;32;2;1;1;1;1;0;0;0;0;1;;;;;;;;
24;D;32;2;1;1;1;1;0;0;0;0;1;;;;;;;;
24;A;33;2;1;1;1;1;0;0;0;0;1;;;;;;;;
24;D;33;2;1;1;1;1;0;0;0;0;1;;;;;;;;
24;A;34;2;1;1;1;1;0;0;0;0;1;;;;;;;;
24;D;34;2;1;1;1;1;0;0;0;0;1;;;;;;;;
24;A;35;2;1;1;1;1;0;0;0;0;1;;;;;;;;
24;A;35;2;1;1;1;1;0;0;0;0;1;;;;;;;;
